ChemicalName,ChemicalID,DiseaseName,DiseaseID
Carboplatin,D016190,Mesothelioma,MESH:D008654
Carboplatin,D016190,Nasopharyngeal Neoplasms,MESH:D009303
Carboplatin,D016190,Neoplasm Metastasis,MESH:D009362
Carboplatin,D016190,Neoplasms,MESH:D009369
Carboplatin,D016190,"Neoplasms, Germ Cell and Embryonal",MESH:D009373
Carboplatin,D016190,"Neoplasms, Unknown Primary",MESH:D009382
Carboplatin,D016190,Neuroblastoma,MESH:D009447
Carboplatin,D016190,Neuroectodermal Tumors,MESH:D017599
Carboplatin,D016190,Neuroendocrine Tumors,MESH:D018358
Carboplatin,D016190,Nonseminomatous germ cell tumor,MESH:C537844
Carboplatin,D016190,Ovarian Neoplasms,MESH:D010051
Carboplatin,D016190,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198
Carboplatin,D016190,Prostatic Neoplasms,MESH:D011471
Carboplatin,D016190,Retinoblastoma,MESH:D012175
Carboplatin,D016190,Sarcoma,MESH:D012509
Carboplatin,D016190,"Sarcoma, Ewing",MESH:D012512
Carboplatin,D016190,Small Cell Lung Carcinoma,MESH:D055752
Carboplatin,D016190,Squamous Cell Carcinoma of Head and Neck,MESH:D000077195
Carboplatin,D016190,Supratentorial Neoplasms,MESH:D015173
Carboplatin,D016190,Tongue Neoplasms,MESH:D014062
Carboplatin,D016190,Urinary Bladder Neoplasms,MESH:D001749
Carboplatin,D016190,Urologic Neoplasms,MESH:D014571
Carboplatin,D016190,Uterine Cervical Neoplasms,MESH:D002583
Carboplatin,D016190,Vision Disorders,MESH:D014786
Carboplatin,D016190,Wilms Tumor,MESH:D009396
Carboprost,D002260,Cystitis,MESH:D003556
Carboprost,D002260,Hemorrhage,MESH:D006470
carboprost tromethamine,C062843,Cystitis,MESH:D003556
carboprost tromethamine,C062843,Hematuria,MESH:D006417
carboprost tromethamine,C062843,Hemorrhage,MESH:D006470
Carboxylic Acids,D002264,Hyperalgesia,MESH:D006930
"carboxymethyl-beta-1,3-glucan",C029933,Chemical and Drug Induced Liver Injury,MESH:D056486
cardamonin,C436747,Acute Lung Injury,MESH:D055371
cardamonin,C436747,Liver Diseases,MESH:D008107
cardamonin,C436747,Reperfusion Injury,MESH:D015427
cardamonin,C436747,Sepsis,MESH:D018805
Cardenolides,D002298,Heart Failure,MESH:D006333
Cardiotonic Agents,D002316,Heart Failure,MESH:D006333
Cardiotonic Agents,D002316,"Hypotension, Orthostatic",MESH:D007024
Cardiotonic Agents,D002316,Myocardial Reperfusion Injury,MESH:D015428
Cardiotoxins,D054715,Muscular Diseases,MESH:D009135
Cardiovascular Agents,D002317,Erectile Dysfunction,MESH:D007172
Cardiovascular Agents,D002317,Heart Failure,MESH:D006333
Cardiovascular Agents,D002317,Penile Induration,MESH:D010411
Cardiovascular Agents,D002317,Priapism,MESH:D011317
carfilzomib,C524865,"Carcinoma, Hepatocellular",MESH:D006528
carfilzomib,C524865,"Liver Neoplasms, Experimental",MESH:D008114
carfilzomib,C524865,Multiple Myeloma,MESH:D009101
carfilzomib,C524865,Polycystic liver disease,MESH:C536330
cariporide,C093373,Hypercholesterolemia,MESH:D006937
cariporide,C093373,Myocardial Reperfusion Injury,MESH:D015428
cariporide,C093373,Ventricular Fibrillation,MESH:D014693
Carisoprodol,D002328,Back Pain,MESH:D001416
Carisoprodol,D002328,Low Back Pain,MESH:D017116
carmofur,C017367,Breast Neoplasms,MESH:D001943
carmofur,C017367,"Carcinoma, Hepatocellular",MESH:D006528
carmofur,C017367,Colorectal Neoplasms,MESH:D015179
carmofur,C017367,Granulosa cell tumor of the ovary,MESH:C537296
carmofur,C017367,Neoplasms,MESH:D009369
carmofur,C017367,Ovarian Neoplasms,MESH:D010051
carmoxirole,C071485,Hyperprolactinemia,MESH:D006966
Carmustine,D002330,Adenocarcinoma,MESH:D000230
Carmustine,D002330,Astrocytoma,MESH:D001254
Carmustine,D002330,Brain Neoplasms,MESH:D001932
Carmustine,D002330,Breast Neoplasms,MESH:D001943
Carmustine,D002330,"Carcinoma, Ductal, Breast",MESH:D018270
Carmustine,D002330,"Carcinoma, Squamous Cell",MESH:D002294
Carmustine,D002330,Central Nervous System Neoplasms,MESH:D016543
Carmustine,D002330,Cholangiocarcinoma,MESH:D018281
Carmustine,D002330,Colonic Neoplasms,MESH:D003110
Carmustine,D002330,Colorectal Neoplasms,MESH:D015179
Carmustine,D002330,Ependymoma,MESH:D004806
Carmustine,D002330,Glioblastoma,MESH:D005909
Carmustine,D002330,Glioma,MESH:D005910
Carmustine,D002330,Gliosarcoma,MESH:D018316
Carmustine,D002330,Hodgkin Disease,MESH:D006689
Carmustine,D002330,Leukemia,MESH:D007938
Carmustine,D002330,Leukemia L1210,MESH:D007939
Carmustine,D002330,Lung Neoplasms,MESH:D008175
Carmustine,D002330,Lymphoma,MESH:D008223
Carmustine,D002330,"Lymphoma, Large B-Cell, Diffuse",MESH:D016403
Carmustine,D002330,Medulloblastoma,MESH:D008527
Carmustine,D002330,Melanoma,MESH:D008545
Carmustine,D002330,Mouth Neoplasms,MESH:D009062
Carmustine,D002330,Multiple Myeloma,MESH:D009101
Carmustine,D002330,Mycosis Fungoides,MESH:D009182
Carmustine,D002330,Neoplasm Metastasis,MESH:D009362
Carmustine,D002330,Neoplasms,MESH:D009369
Carmustine,D002330,"Neoplasms, Experimental",MESH:D009374
Carmustine,D002330,"Neoplasms, Hormone-Dependent",MESH:D009376
Carmustine,D002330,Neurilemmoma,MESH:D009442
Carmustine,D002330,Oligodendroglioma,MESH:D009837
Carmustine,D002330,Pancreatic Neoplasms,MESH:D010190
Carmustine,D002330,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198
Carmustine,D002330,"Sarcoma, Experimental",MESH:D012513
Carmustine,D002330,Skin Neoplasms,MESH:D012878
Carmustine,D002330,Vision Disorders,MESH:D014786
carmustine with prolifeprosan 20,C453779,Glioma,MESH:D005910
carnidazole,C014394,Ciliophora Infections,MESH:D016770
carnidazole,C014394,Fish Diseases,MESH:D005393
Carnitine,D002331,Acute Kidney Injury,MESH:D058186
Carnitine,D002331,Asthenozoospermia,MESH:D053627
Carnitine,D002331,Cardiomegaly,MESH:D006332
Carnitine,D002331,Cardiomyopathies,MESH:D009202
Carnitine,D002331,Cardiotoxicity,MESH:D066126
Carnitine,D002331,Chemical and Drug Induced Liver Injury,MESH:D056486
Carnitine,D002331,Chromosome Breakage,MESH:D019457
Carnitine,D002331,Drug Overdose,MESH:D062787
Carnitine,D002331,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Carnitine,D002331,Fanconi Syndrome,MESH:D005198
Carnitine,D002331,Fatty Liver,MESH:D005234
Carnitine,D002331,Fibrosis,MESH:D005355
Carnitine,D002331,Hearing Disorders,MESH:D006311
Carnitine,D002331,Heart Diseases,MESH:D006331
Carnitine,D002331,Hepatic Encephalopathy,MESH:D006501
Carnitine,D002331,Hyperammonemia,MESH:D022124
Carnitine,D002331,Hyperlipidemias,MESH:D006949
Carnitine,D002331,Hypertension,MESH:D006973
Carnitine,D002331,Insulin Resistance,MESH:D007333
Carnitine,D002331,Kidney Diseases,MESH:D007674
Carnitine,D002331,"Liver Cirrhosis, Experimental",MESH:D008106
Carnitine,D002331,"Liver Failure, Acute",MESH:D017114
Carnitine,D002331,Liver Neoplasms,MESH:D008113
Carnitine,D002331,"Lymphoma, Non-Hodgkin",MESH:D008228
Carnitine,D002331,Metabolic Syndrome,MESH:D024821
Carnitine,D002331,Mitochondrial Diseases,MESH:D028361
Carnitine,D002331,Mitochondrial Myopathies,MESH:D017240
Carnitine,D002331,Muscular Diseases,MESH:D009135
Carnitine,D002331,Myocardial Infarction,MESH:D009203
Carnitine,D002331,Myocardial Reperfusion Injury,MESH:D015428
Carnitine,D002331,Oligospermia,MESH:D009845
Carnitine,D002331,Paralysis,MESH:D010243
Carnitine,D002331,Peripheral Nervous System Diseases,MESH:D010523
Carnitine,D002331,Prenatal Exposure Delayed Effects,MESH:D011297
Carnitine,D002331,Prenatal Injuries,MESH:D049188
Carnitine,D002331,Reye Syndrome,MESH:D012202
Carnitine,D002331,Right ventricle hypoplasia,MESH:C535682
Carnitine,D002331,Splenic Diseases,MESH:D013158
Carnitine,D002331,Teratozoospermia,MESH:D000072660
Carnitine,D002331,Testicular Diseases,MESH:D013733
Carnitine,D002331,Weight Gain,MESH:D015430
Carnitine,D002331,Weight Loss,MESH:D015431
Carnosine,D002336,Atherosclerosis,MESH:D050197
Carnosine,D002336,Chemical and Drug Induced Liver Injury,MESH:D056486
Carnosine,D002336,Chromosome Breakage,MESH:D019457
Carnosine,D002336,Diabetes Complications,MESH:D048909
Carnosine,D002336,Gliosis,MESH:D005911
Carnosine,D002336,Heavy Metal Poisoning,MESH:D000075322
Carnosine,D002336,Hemolysis,MESH:D006461
Carnosine,D002336,Hyperglycemia,MESH:D006943
Carnosine,D002336,Ischemia,MESH:D007511
Carnosine,D002336,Weight Loss,MESH:D015431
Carnosine,D002336,Wounds and Injuries,MESH:D014947
carnosol,C068623,Chemical and Drug Induced Liver Injury,MESH:D056486
carnosol,C068623,Non-alcoholic Fatty Liver Disease,MESH:D065626
carnosol,C068623,Weight Gain,MESH:D015430
Carrageenan,D002351,Fibrosarcoma,MESH:D005354
Carrageenan,D002351,Papillomavirus Infections,MESH:D030361
Carteolol,D002354,"Arrhythmias, Cardiac",MESH:D001145
Carteolol,D002354,Bradycardia,MESH:D001919
Carteolol,D002354,Catalepsy,MESH:D002375
Carteolol,D002354,Glaucoma,MESH:D005901
Carteolol,D002354,Hypertension,MESH:D006973
Carteolol,D002354,Ocular Hypertension,MESH:D009798
Carteolol,D002354,Tachycardia,MESH:D013610
Carteolol,D002354,Ventricular Fibrillation,MESH:D014693
Carticaine,D002355,Acute Kidney Injury,MESH:D058186
Carubicin,D002360,Breast Neoplasms,MESH:D001943
carvacrol,C073316,Anxiety Disorders,MESH:D001008
carvacrol,C073316,Bacteremia,MESH:D016470
carvacrol,C073316,Cerebral Hemorrhage,MESH:D002543
carvacrol,C073316,Chromosome Breakage,MESH:D019457
carvacrol,C073316,Depressive Disorder,MESH:D003866
carvacrol,C073316,Hyperalgesia,MESH:D006930
carvacrol,C073316,Hyperlipidemias,MESH:D006949
carvacrol,C073316,Leishmaniasis,MESH:D007896
carvacrol,C073316,Leukocyte Disorders,MESH:D007960
carvacrol,C073316,Lung Injury,MESH:D055370
carvacrol,C073316,Necrosis,MESH:D009336
carvacrol,C073316,Neurobehavioral Manifestations,MESH:D019954
carvacrol,C073316,Pain,MESH:D010146
carvacryl acetate,C586464,Seizures,MESH:D012640
Carvedilol,D000077261,Acute Coronary Syndrome,MESH:D054058
Carvedilol,D000077261,Acute Kidney Injury,MESH:D058186
Carvedilol,D000077261,Albuminuria,MESH:D000419
Carvedilol,D000077261,Angina Pectoris,MESH:D000787
Carvedilol,D000077261,Aortic Valve Insufficiency,MESH:D001022
Carvedilol,D000077261,"Arrhythmias, Cardiac",MESH:D001145
Carvedilol,D000077261,Atrial Fibrillation,MESH:D001281
Carvedilol,D000077261,Atrial Flutter,MESH:D001282
Carvedilol,D000077261,Autonomic Nervous System Diseases,MESH:D001342
Carvedilol,D000077261,Cachexia,MESH:D002100
Carvedilol,D000077261,Cardiomegaly,MESH:D006332
Carvedilol,D000077261,Cardiomyopathies,MESH:D009202
Carvedilol,D000077261,"Cardiomyopathy, Alcoholic",MESH:D002310
Carvedilol,D000077261,"Cardiomyopathy, Dilated",MESH:D002311
Carvedilol,D000077261,Cardiomyopathy dilated with woolly hair and keratoderma,MESH:C535581
Carvedilol,D000077261,"Cardiomyopathy, Hypertrophic",MESH:D002312
Carvedilol,D000077261,Cardiotoxicity,MESH:D066126
Carvedilol,D000077261,Chemical and Drug Induced Liver Injury,MESH:D056486
Carvedilol,D000077261,Cocaine-Related Disorders,MESH:D019970
Carvedilol,D000077261,Cognition Disorders,MESH:D003072
Carvedilol,D000077261,Coronary Stenosis,MESH:D023921
Carvedilol,D000077261,"Death, Sudden, Cardiac",MESH:D016757
Carvedilol,D000077261,Dementia,MESH:D003704
Carvedilol,D000077261,Diabetic Angiopathies,MESH:D003925
Carvedilol,D000077261,"Disease Models, Animal",MESH:D004195
Carvedilol,D000077261,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Carvedilol,D000077261,"Edema, Cardiac",MESH:D004489
Carvedilol,D000077261,Endomyocardial Fibrosis,MESH:D004719
Carvedilol,D000077261,"Fatty Liver, Alcoholic",MESH:D005235
Carvedilol,D000077261,Fever,MESH:D005334
Carvedilol,D000077261,Glioma,MESH:D005910
Carvedilol,D000077261,Heart Arrest,MESH:D006323
Carvedilol,D000077261,"Heart Defects, Congenital",MESH:D006330
Carvedilol,D000077261,Heart Diseases,MESH:D006331
Carvedilol,D000077261,Heart Failure,MESH:D006333
Carvedilol,D000077261,Hyperemia,MESH:D006940
Carvedilol,D000077261,Hypertension,MESH:D006973
Carvedilol,D000077261,"Hypertension, Portal",MESH:D006975
Carvedilol,D000077261,"Hypertension, Pulmonary",MESH:D006976
Carvedilol,D000077261,"Hypertension, Renal",MESH:D006977
Carvedilol,D000077261,"Hypertrophy, Left Ventricular",MESH:D017379
Carvedilol,D000077261,"Hypertrophy, Right Ventricular",MESH:D017380
Carvedilol,D000077261,Hypotension,MESH:D007022
Carvedilol,D000077261,"Infarction, Middle Cerebral Artery",MESH:D020244
Carvedilol,D000077261,Inflammation,MESH:D007249
Carvedilol,D000077261,Insulin Resistance,MESH:D007333
Carvedilol,D000077261,Kidney Diseases,MESH:D007674
Carvedilol,D000077261,"Kidney Failure, Chronic",MESH:D007676
Carvedilol,D000077261,Memory Disorders,MESH:D008569
Carvedilol,D000077261,Movement Disorders,MESH:D009069
Carvedilol,D000077261,Myocardial Infarction,MESH:D009203
Carvedilol,D000077261,Myocardial Ischemia,MESH:D017202
Carvedilol,D000077261,Myocardial Reperfusion Injury,MESH:D015428
Carvedilol,D000077261,Myocarditis,MESH:D009205
Carvedilol,D000077261,Necrosis,MESH:D009336
Carvedilol,D000077261,No-Reflow Phenomenon,MESH:D054318
Carvedilol,D000077261,Postoperative Complications,MESH:D011183
Carvedilol,D000077261,Proteinuria,MESH:D011507
Carvedilol,D000077261,Renal Insufficiency,MESH:D051437
Carvedilol,D000077261,Reperfusion Injury,MESH:D015427
Carvedilol,D000077261,Rhabdomyolysis,MESH:D012206
Carvedilol,D000077261,Stroke,MESH:D020521
Carvedilol,D000077261,Tachycardia,MESH:D013610
Carvedilol,D000077261,"Tachycardia, Ventricular",MESH:D017180
Carvedilol,D000077261,Vascular Remodeling,MESH:D066253
Carvedilol,D000077261,Ventricular Dysfunction,MESH:D018754
Carvedilol,D000077261,"Ventricular Dysfunction, Left",MESH:D018487
Carvedilol,D000077261,"Ventricular Dysfunction, Right",MESH:D018497
Carvedilol,D000077261,Ventricular Fibrillation,MESH:D014693
Carvedilol,D000077261,Ventricular Remodeling,MESH:D020257
Carvedilol,D000077261,Weight Loss,MESH:D015431
carvone,C006923,Seizures,MESH:D012640
caryophyllene,C024714,Chromosome Aberrations,MESH:D002869
caryophyllene,C024714,Fatty Liver,MESH:D005234
caryophyllene,C024714,Heart Injuries,MESH:D006335
caryophyllene,C024714,Hyperglycemia,MESH:D006943
caryophyllene,C024714,Insulin Resistance,MESH:D007333
caryophyllene,C024714,Liver Cirrhosis,MESH:D008103
caryophyllene,C024714,"Micronuclei, Chromosome-Defective",MESH:D048629
caryophyllene,C024714,Weight Gain,MESH:D015430
caryophyllene,C024714,Weight Loss,MESH:D015431
caryophyllene oxide,C515179,"Micronuclei, Chromosome-Defective",MESH:D048629
casopitant,C531951,Anxiety Disorders,MESH:D001008
casopitant,C531951,Depressive Disorder,MESH:D003866
casopitant,C531951,Vomiting,MESH:D014839
Caspofungin,D000077336,Aspergillosis,MESH:D001228
Caspofungin,D000077336,Candidemia,MESH:D058387
Caspofungin,D000077336,Candidiasis,MESH:D002177
Caspofungin,D000077336,Endocarditis,MESH:D004696
Caspofungin,D000077336,Invasive Pulmonary Aspergillosis,MESH:D055744
Caspofungin,D000077336,Mycoses,MESH:D009181
Caspofungin,D000077336,Neutropenia,MESH:D009503
cassine,C426663,Seizures,MESH:D012640
casticin,C054133,Liver Neoplasms,MESH:D008113
casticin,C054133,Neoplasm Invasiveness,MESH:D009361
Castor Oil,D002368,Pressure Ulcer,MESH:D003668
Castor Oil,D002368,Radiodermatitis,MESH:D011855
catalase-polyethylene glycol,C070295,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
catalase-polyethylene glycol,C070295,Hypertension,MESH:D006973
catalase-polyethylene glycol,C070295,"Hypertension, Pulmonary",MESH:D006976
catalase-polyethylene glycol,C070295,Pulmonary Edema,MESH:D011654
catalpol,C078040,Inflammation,MESH:D007249
catalpol,C078040,Neurodegenerative Diseases,MESH:D019636
Catechin,D002392,Atherosclerosis,MESH:D050197
Catechin,D002392,Breast Neoplasms,MESH:D001943
Catechin,D002392,"Cell Transformation, Neoplastic",MESH:D002471
Catechin,D002392,Chemical and Drug Induced Liver Injury,MESH:D056486
Catechin,D002392,Chromosome Breakage,MESH:D019457
Catechin,D002392,Cystitis,MESH:D003556
Catechin,D002392,Hearing Loss,MESH:D034381
Catechin,D002392,Heart Diseases,MESH:D006331
Catechin,D002392,Hemolysis,MESH:D006461
Catechin,D002392,HIV Infections,MESH:D015658
Catechin,D002392,Hyperhomocysteinemia,MESH:D020138
Catechin,D002392,Insulin Resistance,MESH:D007333
Catechin,D002392,Liver Diseases,MESH:D008107
Catechin,D002392,"Liver Failure, Acute",MESH:D017114
Catechin,D002392,Liver Neoplasms,MESH:D008113
Catechin,D002392,"Mammary Neoplasms, Experimental",MESH:D008325
Catechin,D002392,Myocardial Infarction,MESH:D009203
Catechin,D002392,Neoplasm Metastasis,MESH:D009362
Catechin,D002392,Nerve Degeneration,MESH:D009410
Catechin,D002392,Neurodegenerative Diseases,MESH:D019636
Catechin,D002392,Weight Gain,MESH:D015430
Catecholamines,D002395,"Shock, Septic",MESH:D012772
Catharanthus roseus extract,C046419,Hypertension,MESH:D006973
cationic amphipathic peptide RT2,C000600690,Colonic Neoplasms,MESH:D003110
cationic amphipathic peptide RT2,C000600690,"Neoplasms, Experimental",MESH:D009374
cavidine,C011188,"Colitis, Ulcerative",MESH:D003093
cavidine,C011188,Weight Loss,MESH:D015431
CAV protocol,C034482,"Carcinoma, Small Cell",MESH:D018288
CAV protocol,C034482,Lymphoma,MESH:D008223
CAV protocol,C034482,"Lymphoma, Non-Hodgkin",MESH:D008228
CAV protocol,C034482,"Neuroectodermal Tumors, Primitive, Peripheral",MESH:D018241
CAV protocol,C034482,"Sarcoma, Ewing",MESH:D012512
CAV protocol,C034482,Small Cell Lung Carcinoma,MESH:D055752
CB 1093,C103436,Glioma,MESH:D005910
CB 3717,C031662,Breast Neoplasms,MESH:D001943
CB 3717,C031662,"Carcinoma, Hepatocellular",MESH:D006528
CB 3717,C031662,Mesothelioma,MESH:D008654
CB 3717,C031662,Ovarian Neoplasms,MESH:D010051
CB 403,C474928,Breast Neoplasms,MESH:D001943
CB 403,C474928,Colonic Neoplasms,MESH:D003110
CB-839,C000593334,Triple Negative Breast Neoplasms,MESH:D064726
CBP30 compound,C000603860,"Diabetes Mellitus, Congenital Autoimmune",MESH:C565730
CBP30 compound,C000603860,"Malaria, Falciparum",MESH:D016778
CBP30 compound,C000603860,Triple Negative Breast Neoplasms,MESH:D064726
CBV protocol,C038959,"Lymphoma, Large B-Cell, Diffuse",MESH:D016403
CC 3052,C115112,HIV Infections,MESH:D015658
CC-8490,C495817,Glioma,MESH:D005910
CC-8490,C495817,"Neoplasms, Experimental",MESH:D009374
CCE protocol,C048855,"Lymphoma, Non-Hodgkin",MESH:D008228
CCG 1423,C523455,Glucose Intolerance,MESH:D018149
CCG 1423,C523455,Insulin Resistance,MESH:D007333
CD 437,C099555,Ovarian Neoplasms,MESH:D010051
CD 437,C099555,Urinary Bladder Neoplasms,MESH:D001749
CD 832,C082828,Myocardial Ischemia,MESH:D017202
CDOP protocol,C034080,"Lymphoma, Non-Hodgkin",MESH:D008228
CDP 840,C102660,Pulmonary Eosinophilia,MESH:D011657
CDRI-97-78,C574493,Malaria,MESH:D008288
CEA protocol,C092702,Hodgkin Disease,MESH:D006689
cecropin A,C031161,"Neoplasms, Experimental",MESH:D009374
cedrelone,C414666,Breast Neoplasms,MESH:D001943
cedrelone,C414666,Triple Negative Breast Neoplasms,MESH:D064726
Cefaclor,D002433,Haemophilus Infections,MESH:D006192
Cefaclor,D002433,Otitis Media,MESH:D010033
Cefaclor,D002433,Pleuropneumonia,MESH:D011001
Cefaclor,D002433,Pyelonephritis,MESH:D011704
Cefaclor,D002433,Respiratory Tract Infections,MESH:D012141
Cefaclor,D002433,Sinusitis,MESH:D012852
Cefaclor,D002433,"Skin Diseases, Infectious",MESH:D012874
Cefadroxil,D002434,Fever,MESH:D005334
Cefadroxil,D002434,Respiratory Tract Infections,MESH:D012141
Cefadroxil,D002434,Salpingitis,MESH:D012488
Cefamandole,D002435,Bacterial Infections,MESH:D001424
Cefamandole,D002435,Bacteroides Infections,MESH:D001442
Cefamandole,D002435,Endocarditis,MESH:D004696
Cefamandole,D002435,"Endocarditis, Bacterial",MESH:D004697
Cefamandole,D002435,"Genital Diseases, Female",MESH:D005831
Cefamandole,D002435,Haemophilus Infections,MESH:D006192
Cefamandole,D002435,Staphylococcal Infections,MESH:D013203
Cefamandole,D002435,Streptococcal Infections,MESH:D013290
cefamandole nafate,C012810,Haemophilus Infections,MESH:D006192
Cefazolin,D002437,Bacteremia,MESH:D016470
Cefazolin,D002437,Bacteriuria,MESH:D001437
Cefazolin,D002437,"Carcinoma, Transitional Cell",MESH:D002295
Cefazolin,D002437,"Endocarditis, Bacterial",MESH:D004697
Cefazolin,D002437,Escherichia coli Infections,MESH:D004927
Cefazolin,D002437,Fever,MESH:D005334
Cefazolin,D002437,Klebsiella Infections,MESH:D007710
Cefazolin,D002437,Osteomyelitis,MESH:D010019
Cefazolin,D002437,Peritonitis,MESH:D010538
Cefazolin,D002437,Pseudomonas Infections,MESH:D011552
Cefazolin,D002437,Salpingitis,MESH:D012488
Cefazolin,D002437,Staphylococcal Infections,MESH:D013203
Cefazolin,D002437,Streptococcal Infections,MESH:D013290
Cefazolin,D002437,Urinary Bladder Neoplasms,MESH:D001749
