Title,Summary,GSE,Taxon,Sequencing_type,Publish_date
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell013,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841002,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell012,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841001,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell011,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841000,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell010,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2840999,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell009,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2840998,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell008,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2840997,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell007,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2840996,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject2_TEMRA,Single-cell_RNA-seq_TEMRA,GSM2842539,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject1_TEMRA,Single-cell_RNA-seq_TEMRA,GSM2842538,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell047,Subject9_DENV negative_PBMC_TEMRA,GSM2842387,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell046,Subject9_DENV negative_PBMC_TEMRA,GSM2842386,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell045,Subject9_DENV negative_PBMC_TEMRA,GSM2842385,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell044,Subject9_DENV negative_PBMC_TEMRA,GSM2842384,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell043,Subject9_DENV negative_PBMC_TEMRA,GSM2842383,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell042,Subject9_DENV negative_PBMC_TEMRA,GSM2842382,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell041,Subject9_DENV negative_PBMC_TEMRA,GSM2842381,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell040,Subject9_DENV negative_PBMC_TEMRA,GSM2842380,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell039,Subject9_DENV negative_PBMC_TEMRA,GSM2842379,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell038,Subject9_DENV negative_PBMC_TEMRA,GSM2842378,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell037,Subject9_DENV negative_PBMC_TEMRA,GSM2842377,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell036,Subject9_DENV negative_PBMC_TEMRA,GSM2842376,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell035,Subject9_DENV negative_PBMC_TEMRA,GSM2842375,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell034,Subject9_DENV negative_PBMC_TEMRA,GSM2842374,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell033,Subject9_DENV negative_PBMC_TEMRA,GSM2842373,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell032,Subject9_DENV negative_PBMC_TEMRA,GSM2842372,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell031,Subject9_DENV negative_PBMC_TEMRA,GSM2842371,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell030,Subject9_DENV negative_PBMC_TEMRA,GSM2842370,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell029,Subject9_DENV negative_PBMC_TEMRA,GSM2842369,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell028,Subject9_DENV negative_PBMC_TEMRA,GSM2842368,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell027,Subject9_DENV negative_PBMC_TEMRA,GSM2842367,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell026,Subject9_DENV negative_PBMC_TEMRA,GSM2842366,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell025,Subject9_DENV negative_PBMC_TEMRA,GSM2842365,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell024,Subject9_DENV negative_PBMC_TEMRA,GSM2842364,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell023,Subject9_DENV negative_PBMC_TEMRA,GSM2842363,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell022,Subject9_DENV negative_PBMC_TEMRA,GSM2842362,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell021,Subject9_DENV negative_PBMC_TEMRA,GSM2842361,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell020,Subject9_DENV negative_PBMC_TEMRA,GSM2842360,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell019,Subject9_DENV negative_PBMC_TEMRA,GSM2842359,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell018,Subject9_DENV negative_PBMC_TEMRA,GSM2842358,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell017,Subject9_DENV negative_PBMC_TEMRA,GSM2842357,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell016,Subject9_DENV negative_PBMC_TEMRA,GSM2842356,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell015,Subject9_DENV negative_PBMC_TEMRA,GSM2842355,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell014,Subject9_DENV negative_PBMC_TEMRA,GSM2842354,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell013,Subject9_DENV negative_PBMC_TEMRA,GSM2842353,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell012,Subject9_DENV negative_PBMC_TEMRA,GSM2842352,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell011,Subject9_DENV negative_PBMC_TEMRA,GSM2842351,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell010,Subject9_DENV negative_PBMC_TEMRA,GSM2842350,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell009,Subject9_DENV negative_PBMC_TEMRA,GSM2842349,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell008,Subject9_DENV negative_PBMC_TEMRA,GSM2842348,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell007,Subject9_DENV negative_PBMC_TEMRA,GSM2842347,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell006,Subject9_DENV negative_PBMC_TEMRA,GSM2842346,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell005,Subject9_DENV negative_PBMC_TEMRA,GSM2842345,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell004,Subject9_DENV negative_PBMC_TEMRA,GSM2842344,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell003,Subject9_DENV negative_PBMC_TEMRA,GSM2842343,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell002,Subject9_DENV negative_PBMC_TEMRA,GSM2842342,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject9_TEMRA_Cell001,Subject9_DENV negative_PBMC_TEMRA,GSM2842341,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell048,Subject8_DENV positive_PBMC_TEMRA,GSM2842340,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell047,Subject8_DENV positive_PBMC_TEMRA,GSM2842339,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell046,Subject8_DENV positive_PBMC_TEMRA,GSM2842338,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell045,Subject8_DENV positive_PBMC_TEMRA,GSM2842337,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell044,Subject8_DENV positive_PBMC_TEMRA,GSM2842336,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell043,Subject8_DENV positive_PBMC_TEMRA,GSM2842335,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell042,Subject8_DENV positive_PBMC_TEMRA,GSM2842334,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell041,Subject8_DENV positive_PBMC_TEMRA,GSM2842333,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell040,Subject8_DENV positive_PBMC_TEMRA,GSM2842332,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell039,Subject8_DENV positive_PBMC_TEMRA,GSM2842331,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell038,Subject8_DENV positive_PBMC_TEMRA,GSM2842330,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell037,Subject8_DENV positive_PBMC_TEMRA,GSM2842329,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell036,Subject8_DENV positive_PBMC_TEMRA,GSM2842328,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell035,Subject8_DENV positive_PBMC_TEMRA,GSM2842327,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell034,Subject8_DENV positive_PBMC_TEMRA,GSM2842326,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell033,Subject8_DENV positive_PBMC_TEMRA,GSM2842325,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell032,Subject8_DENV positive_PBMC_TEMRA,GSM2842324,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell031,Subject8_DENV positive_PBMC_TEMRA,GSM2842323,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell030,Subject8_DENV positive_PBMC_TEMRA,GSM2842322,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell029,Subject8_DENV positive_PBMC_TEMRA,GSM2842321,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell028,Subject8_DENV positive_PBMC_TEMRA,GSM2842320,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell027,Subject8_DENV positive_PBMC_TEMRA,GSM2842319,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell026,Subject8_DENV positive_PBMC_TEMRA,GSM2842318,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell025,Subject8_DENV positive_PBMC_TEMRA,GSM2842317,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell024,Subject8_DENV positive_PBMC_TEMRA,GSM2842316,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell023,Subject8_DENV positive_PBMC_TEMRA,GSM2842315,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell022,Subject8_DENV positive_PBMC_TEMRA,GSM2842314,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell021,Subject8_DENV positive_PBMC_TEMRA,GSM2842313,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell020,Subject8_DENV positive_PBMC_TEMRA,GSM2842312,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell019,Subject8_DENV positive_PBMC_TEMRA,GSM2842311,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell018,Subject8_DENV positive_PBMC_TEMRA,GSM2842310,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell017,Subject8_DENV positive_PBMC_TEMRA,GSM2842309,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell016,Subject8_DENV positive_PBMC_TEMRA,GSM2842308,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell015,Subject8_DENV positive_PBMC_TEMRA,GSM2842307,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell014,Subject8_DENV positive_PBMC_TEMRA,GSM2842306,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell013,Subject8_DENV positive_PBMC_TEMRA,GSM2842305,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell012,Subject8_DENV positive_PBMC_TEMRA,GSM2842304,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell011,Subject8_DENV positive_PBMC_TEMRA,GSM2842303,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell010,Subject8_DENV positive_PBMC_TEMRA,GSM2842302,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell009,Subject8_DENV positive_PBMC_TEMRA,GSM2842301,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell008,Subject8_DENV positive_PBMC_TEMRA,GSM2842300,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell007,Subject8_DENV positive_PBMC_TEMRA,GSM2842299,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell006,Subject8_DENV positive_PBMC_TEMRA,GSM2842298,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell005,Subject8_DENV positive_PBMC_TEMRA,GSM2842297,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell004,Subject8_DENV positive_PBMC_TEMRA,GSM2842296,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell003,Subject8_DENV positive_PBMC_TEMRA,GSM2842295,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell002,Subject8_DENV positive_PBMC_TEMRA,GSM2842294,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject8_TEMRA_Cell001,Subject8_DENV positive_PBMC_TEMRA,GSM2842293,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell048,Subject7_DENV negative_PBMC_TEMRA,GSM2842292,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell047,Subject7_DENV negative_PBMC_TEMRA,GSM2842291,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell046,Subject7_DENV negative_PBMC_TEMRA,GSM2842290,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell045,Subject7_DENV negative_PBMC_TEMRA,GSM2842289,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell044,Subject7_DENV negative_PBMC_TEMRA,GSM2842288,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell043,Subject7_DENV negative_PBMC_TEMRA,GSM2842287,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell042,Subject7_DENV negative_PBMC_TEMRA,GSM2842286,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell041,Subject7_DENV negative_PBMC_TEMRA,GSM2842285,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell040,Subject7_DENV negative_PBMC_TEMRA,GSM2842284,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell039,Subject7_DENV negative_PBMC_TEMRA,GSM2842283,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell038,Subject7_DENV negative_PBMC_TEMRA,GSM2842282,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell037,Subject7_DENV negative_PBMC_TEMRA,GSM2842281,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell036,Subject7_DENV negative_PBMC_TEMRA,GSM2842280,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell035,Subject7_DENV negative_PBMC_TEMRA,GSM2842279,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell034,Subject7_DENV negative_PBMC_TEMRA,GSM2842278,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell033,Subject7_DENV negative_PBMC_TEMRA,GSM2842277,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell032,Subject7_DENV negative_PBMC_TEMRA,GSM2842276,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell031,Subject7_DENV negative_PBMC_TEMRA,GSM2842275,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell030,Subject7_DENV negative_PBMC_TEMRA,GSM2842274,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell029,Subject7_DENV negative_PBMC_TEMRA,GSM2842273,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell028,Subject7_DENV negative_PBMC_TEMRA,GSM2842272,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell027,Subject7_DENV negative_PBMC_TEMRA,GSM2842271,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell026,Subject7_DENV negative_PBMC_TEMRA,GSM2842270,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell025,Subject7_DENV negative_PBMC_TEMRA,GSM2842269,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell024,Subject7_DENV negative_PBMC_TEMRA,GSM2842268,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell023,Subject7_DENV negative_PBMC_TEMRA,GSM2842267,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell022,Subject7_DENV negative_PBMC_TEMRA,GSM2842266,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell021,Subject7_DENV negative_PBMC_TEMRA,GSM2842265,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell020,Subject7_DENV negative_PBMC_TEMRA,GSM2842264,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell019,Subject7_DENV negative_PBMC_TEMRA,GSM2842263,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell018,Subject7_DENV negative_PBMC_TEMRA,GSM2842262,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell017,Subject7_DENV negative_PBMC_TEMRA,GSM2842261,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell016,Subject7_DENV negative_PBMC_TEMRA,GSM2842260,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell015,Subject7_DENV negative_PBMC_TEMRA,GSM2842259,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell014,Subject7_DENV negative_PBMC_TEMRA,GSM2842258,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell013,Subject7_DENV negative_PBMC_TEMRA,GSM2842257,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell012,Subject7_DENV negative_PBMC_TEMRA,GSM2842256,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell011,Subject7_DENV negative_PBMC_TEMRA,GSM2842255,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell010,Subject7_DENV negative_PBMC_TEMRA,GSM2842254,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell009,Subject7_DENV negative_PBMC_TEMRA,GSM2842253,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell008,Subject7_DENV negative_PBMC_TEMRA,GSM2842252,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell007,Subject7_DENV negative_PBMC_TEMRA,GSM2842251,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell006,Subject7_DENV negative_PBMC_TEMRA,GSM2842250,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell005,Subject7_DENV negative_PBMC_TEMRA,GSM2842249,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell004,Subject7_DENV negative_PBMC_TEMRA,GSM2842248,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell003,Subject7_DENV negative_PBMC_TEMRA,GSM2842247,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell002,Subject7_DENV negative_PBMC_TEMRA,GSM2842246,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject7_TEMRA_Cell001,Subject7_DENV negative_PBMC_TEMRA,GSM2842245,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell048,Subject6_DENV positive_PBMC_TEM,GSM2842244,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell047,Subject6_DENV positive_PBMC_TEM,GSM2842243,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell046,Subject6_DENV positive_PBMC_TEM,GSM2842242,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell045,Subject6_DENV positive_PBMC_TEM,GSM2842241,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell044,Subject6_DENV positive_PBMC_TEM,GSM2842240,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell043,Subject6_DENV positive_PBMC_TEM,GSM2842239,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell042,Subject6_DENV positive_PBMC_TEM,GSM2842238,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell041,Subject6_DENV positive_PBMC_TEM,GSM2842237,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell040,Subject6_DENV positive_PBMC_TEM,GSM2842236,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell039,Subject6_DENV positive_PBMC_TEM,GSM2842235,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell038,Subject6_DENV positive_PBMC_TEM,GSM2842234,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell037,Subject6_DENV positive_PBMC_TEM,GSM2842233,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell036,Subject6_DENV positive_PBMC_TEM,GSM2842232,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell035,Subject6_DENV positive_PBMC_TEM,GSM2842231,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell034,Subject6_DENV positive_PBMC_TEM,GSM2842230,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell033,Subject6_DENV positive_PBMC_TEM,GSM2842229,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell032,Subject6_DENV positive_PBMC_TEM,GSM2842228,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell031,Subject6_DENV positive_PBMC_TEM,GSM2842227,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell030,Subject6_DENV positive_PBMC_TEM,GSM2842226,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell029,Subject6_DENV positive_PBMC_TEM,GSM2842225,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell028,Subject6_DENV positive_PBMC_TEM,GSM2842224,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell027,Subject6_DENV positive_PBMC_TEM,GSM2842223,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell026,Subject6_DENV positive_PBMC_TEM,GSM2842222,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell025,Subject6_DENV positive_PBMC_TEM,GSM2842221,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell024,Subject6_DENV positive_PBMC_TEM,GSM2842220,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell023,Subject6_DENV positive_PBMC_TEM,GSM2842219,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell022,Subject6_DENV positive_PBMC_TEM,GSM2842218,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell021,Subject6_DENV positive_PBMC_TEM,GSM2842217,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell020,Subject6_DENV positive_PBMC_TEM,GSM2842216,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell019,Subject6_DENV positive_PBMC_TEM,GSM2842215,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell018,Subject6_DENV positive_PBMC_TEM,GSM2842214,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell017,Subject6_DENV positive_PBMC_TEM,GSM2842213,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell016,Subject6_DENV positive_PBMC_TEM,GSM2842212,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell015,Subject6_DENV positive_PBMC_TEM,GSM2842211,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell014,Subject6_DENV positive_PBMC_TEM,GSM2842210,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell013,Subject6_DENV positive_PBMC_TEM,GSM2842209,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject6_TEM_Cell012,Subject6_DENV positive_PBMC_TEM,GSM2842208,Homo sapiens,,2018/01/24
